sample_id,compound_id,source_type,unit,abundance,abundance_sd,abundance_min,abundance_max,name,monomer_mass,kingdom,superclass,class,subclass,CAS
7124,2,Nutrient,mg/100g,5239.92984557277,650829.692792851,4847.89226319595,4245368.51048445,Proteins,,"","","","",""
7124,3,Nutrient,mg/100g,20907.4678517356,352579.987375337,265.159074475777,2109870.75560376,Carbohydrate,,"","","","",""
7124,4,Nutrient,mg/100g,6362.19268655521,769664.868886466,3566.86550976139,7133731.01952278,Fatty acids,,"","","","",""
7124,5,Nutrient,mg/100g,3867.35197716664,53375.6379815494,2255.53145336226,489450.32537961,Fiber (dietary),,"","","","",""
7124,7,Nutrient,mg/100g,3.25056703986938,842.649947959837,19.3275488069414,4928.52494577006,14:1,,"","","","",""
7124,8,Nutrient,mg/100g,2.3817985518874,65.03755185208,7.02024584237166,365.052783803326,15:1,,"","","","",""
7124,9,Nutrient,mg/100g,20.9859283654667,1132.01944244313,490.04266088214,5940.11171366594,16:1 c,,"","","","",""
7124,10,Nutrient,mg/100g,1.25987642148163,86.3975178205465,3.72559652928417,305.498915401301,16:1 t,,"","","","",""
7124,11,Nutrient,mg/100g,307.29991487109,20165.4464568104,49.1033984092552,190521.18582791,16:1 undifferentiated,,"","","","",""
7124,12,Nutrient,mg/100g,6.93354122581336,849.826150025452,15.5744757772957,4049.36370209689,17:1,,"","","","",""
7124,13,Nutrient,mg/100g,235.595458922977,51040.0259570012,7040.96167751265,445482.646420824,18:1 c,,"","","","",""
7124,14,Nutrient,mg/100g,27.792382479305,6501.62168684699,100.973969631236,30729.744757773,18:1 t,,"","","","",""
7124,15,Nutrient,mg/100g,5618.85449820737,245486.171873467,155.260303687636,3513488.91901663,18:1 undifferentiated,,"","","","",""
7124,16,Nutrient,mg/100g,7.77395177163523,2878.65407870564,12.9967462039046,11658.0813449024,18:2 CLAs,,"","","","",""
7124,18,Nutrient,mg/100g,1.95204557863374,148.577748226113,4.26934201012292,580.630513376717,18:2 t not further defined,,"","","","",""
7124,19,Nutrient,mg/100g,2.96998718582233,115.052610677347,6.3116413593637,811.045914678236,"18:2 t,t",,"","","","",""
7124,20,Nutrient,mg/100g,1550.33954719168,109376.396562356,879.415039768619,2627899.06001446,18:2 undifferentiated,,"","","","",""
7124,21,Nutrient,mg/100g,137.108067654534,7161.8114488251,50.8369486623283,116924.981923355,18:3 undifferentiated,,"","","","",""
7124,23,Nutrient,mg/100g,1.74891540130152,15.7565011883132,0.311641359363702,42.0715835140998,18:4,,"","","","",""
7124,24,Nutrient,mg/100g,13.2910070707915,2987.22680249647,36.9945770065076,43061.6876355748,20:1,,"","","","",""
7124,25,Nutrient,mg/100g,2.27069036544737,562.923191805608,9.39515545914678,4180.84417932032,"20:2 n-6 c,c",,"","","","",""
7124,26,Nutrient,mg/100g,0.0789346830561581,0.252050403173941,0.275126536514823,0.825379609544469,20:3 n-3,,"","","","",""
7124,27,Nutrient,mg/100g,1.09739477201516,26.7300280688797,14.9486623282719,149.486623282719,20:3 n-6,,"","","","",""
7124,28,Nutrient,mg/100g,6.80954588305971,149.030630492886,5.51916124367317,1948.26391901663,20:3 undifferentiated,,"","","","",""
7124,29,Nutrient,mg/100g,4.02843725281916,2744.91197192928,86.7339117859725,34693.564714389,20:4 undifferentiated,,"","","","",""
7124,31,Nutrient,mg/100g,1.41881667590974,63.9589286507081,3.61424439624006,368.652928416486,22:0,,"","","","",""
7124,32,Nutrient,mg/100g,0.112617498192335,0.286398930206715,0.215473608098337,0.861894432393348,22:1 c,,"","","","",""
7124,34,Nutrient,mg/100g,0.79472161966739,8.82378143847008,0.527114967462039,26.355748373102,22:1 undifferentiated,,"","","","",""
7124,35,Nutrient,mg/100g,0.502313810556761,1.22289849679577,1.43347794649313,5.73391178597252,22:4,,"","","","",""
7124,36,Nutrient,mg/100g,1.07368626835303,528.050912803183,15.0151843817787,5750.81561822126,22:5 n-3,,"","","","",""
7124,37,Nutrient,mg/100g,0.0827910339840926,0.182377778642065,0.203904555314534,0.611713665943601,24:1 c,,"","","","",""
7124,38,Nutrient,kcal/100g,152.073591071483,11428.0617919244,1442.17751265365,99621.1851048445,Energy,,"","","","",""
